"temps_mois","evenement_naissance","poids_sondage","milieu_residence","niveau_instruction","indice_richesse","region","religion","sexe_enfant","survie_enfant_precedent","age_premiere_naissance","instruction_mari"
29,1,0.643138,"Rural","Secondaire","Pauvre","Sud","Catholique","Masculin","Vivant","16-20 ans",NA
33,1,0.643138,"Rural","Secondaire","Pauvre","Sud","Catholique","Masculin","Vivant","16-20 ans",NA
24,1,0.643138,"Rural","Secondaire","Pauvre","Sud","Catholique","Masculin","Vivant","16-20 ans",NA
38,1,0.643138,"Rural","Secondaire","Pauvre","Sud","Catholique","Masculin","Vivant","16-20 ans",NA
23,0,0.643138,"Rural","Secondaire","Pauvre","Sud","Catholique","Masculin","Vivant","16-20 ans",NA
44,1,0.643138,"Rural","Secondaire","Pauvre","Sud","Catholique","Masculin","Vivant","16-20 ans","Primaire"
47,1,0.643138,"Rural","Secondaire","Pauvre","Sud","Catholique","Masculin","Vivant","16-20 ans","Primaire"
66,1,0.643138,"Rural","Secondaire","Pauvre","Sud","Catholique","Masculin","Vivant","16-20 ans","Primaire"
34,0,0.643138,"Rural","Secondaire","Pauvre","Sud","Catholique","Féminin","Vivant","16-20 ans","Primaire"
38,1,0.643138,"Rural","Secondaire","Moyen","Sud","Catholique","Masculin","Vivant","21-25 ans","Aucun"
17,1,0.643138,"Rural","Secondaire","Moyen","Sud","Catholique","Masculin","Décédé","21-25 ans","Aucun"
62,0,0.643138,"Rural","Secondaire","Moyen","Sud","Catholique","Masculin","Vivant","21-25 ans","Aucun"
18,1,0.643138,"Rural","Primaire","Pauvre","Sud","Protestant","Féminin","Vivant","21-25 ans","Secondaire"
31,1,0.643138,"Rural","Primaire","Pauvre","Sud","Protestant","Féminin","Vivant","21-25 ans","Secondaire"
36,1,0.643138,"Rural","Primaire","Pauvre","Sud","Protestant","Masculin","Vivant","21-25 ans","Secondaire"
38,1,0.643138,"Rural","Primaire","Pauvre","Sud","Protestant","Masculin","Vivant","21-25 ans","Secondaire"
28,0,0.643138,"Rural","Primaire","Pauvre","Sud","Protestant","Masculin","Vivant","21-25 ans","Secondaire"
15,1,0.643138,"Rural","Aucun","Moyen","Sud","Catholique","Masculin","Décédé","16-20 ans","Primaire"
138,1,0.643138,"Rural","Aucun","Moyen","Sud","Catholique","Féminin","Décédé","16-20 ans","Primaire"
28,0,0.643138,"Rural","Aucun","Moyen","Sud","Catholique","Féminin","Vivant","16-20 ans","Primaire"
54,0,0.643138,"Rural","Primaire","Moyen","Sud","Catholique","Féminin","Vivant",">=26 ans","Secondaire"
41,1,0.643138,"Rural","Primaire","Moyen","Sud","Catholique","Féminin","Vivant","16-20 ans",NA
27,1,0.643138,"Rural","Primaire","Moyen","Sud","Catholique","Masculin","Vivant","16-20 ans",NA
39,1,0.643138,"Rural","Primaire","Moyen","Sud","Catholique","Féminin","Vivant","16-20 ans",NA
36,1,0.643138,"Rural","Primaire","Moyen","Sud","Catholique","Féminin","Vivant","16-20 ans",NA
37,1,0.643138,"Rural","Primaire","Moyen","Sud","Catholique","Féminin","Vivant","16-20 ans",NA
37,0,0.643138,"Rural","Primaire","Moyen","Sud","Catholique","Masculin","Décédé","16-20 ans",NA
29,1,0.643138,"Rural","Secondaire","Moyen","Sud","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
49,1,0.643138,"Rural","Secondaire","Moyen","Sud","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
26,1,0.643138,"Rural","Secondaire","Moyen","Sud","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
54,1,0.643138,"Rural","Secondaire","Moyen","Sud","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
54,1,0.643138,"Rural","Secondaire","Moyen","Sud","Catholique","Masculin","Vivant","16-20 ans","Secondaire"
25,0,0.643138,"Rural","Secondaire","Moyen","Sud","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
54,1,0.643138,"Rural","Secondaire","Très riche","Sud","Catholique","Masculin","Vivant","16-20 ans","Secondaire"
16,1,0.643138,"Rural","Secondaire","Très riche","Sud","Catholique","Masculin","Vivant","16-20 ans","Secondaire"
48,0,0.643138,"Rural","Secondaire","Très riche","Sud","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
92,1,0.643138,"Rural","Secondaire","Pauvre","Sud","Catholique","Masculin","Vivant","16-20 ans","Primaire"
42,1,0.643138,"Rural","Secondaire","Pauvre","Sud","Catholique","Masculin","Vivant","16-20 ans","Primaire"
53,1,0.643138,"Rural","Secondaire","Pauvre","Sud","Catholique","Féminin","Vivant","16-20 ans","Primaire"
18,1,0.643138,"Rural","Secondaire","Pauvre","Sud","Catholique","Masculin","Vivant","16-20 ans","Primaire"
25,0,0.643138,"Rural","Secondaire","Pauvre","Sud","Catholique","Féminin","Vivant","16-20 ans","Primaire"
35,1,0.643138,"Rural","Primaire","Moyen","Sud","Catholique","Féminin","Vivant","21-25 ans","Secondaire"
32,0,0.643138,"Rural","Primaire","Moyen","Sud","Catholique","Masculin","Vivant","21-25 ans","Secondaire"
29,1,0.643138,"Rural","Primaire","Moyen","Sud","Catholique","Masculin","Décédé","16-20 ans",NA
114,0,0.643138,"Rural","Primaire","Moyen","Sud","Catholique","Masculin","Vivant","16-20 ans",NA
38,0,0.643138,"Rural","Secondaire","Moyen","Sud","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
29,1,0.643138,"Rural","Primaire","Moyen","Sud","Catholique","Féminin","Décédé","16-20 ans","Secondaire"
24,1,0.643138,"Rural","Primaire","Moyen","Sud","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
22,1,0.643138,"Rural","Primaire","Moyen","Sud","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
46,1,0.643138,"Rural","Primaire","Moyen","Sud","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
17,1,0.643138,"Rural","Primaire","Moyen","Sud","Catholique","Féminin","Décédé","16-20 ans","Secondaire"
14,1,0.643138,"Rural","Primaire","Moyen","Sud","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
181,0,0.643138,"Rural","Primaire","Moyen","Sud","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
32,1,0.870101,"Rural","Primaire","Riche","Centre","Protestant","Masculin","Vivant","21-25 ans","Secondaire"
86,0,0.870101,"Rural","Primaire","Riche","Centre","Protestant","Masculin","Vivant","21-25 ans","Secondaire"
92,0,0.870101,"Rural","Secondaire","Riche","Centre","Catholique","Masculin","Vivant","16-20 ans","Secondaire"
42,1,0.870101,"Rural","Secondaire","Riche","Centre","Catholique","Féminin","Vivant","<=15 ans","Primaire"
53,1,0.870101,"Rural","Secondaire","Riche","Centre","Catholique","Masculin","Décédé","<=15 ans","Primaire"
39,0,0.870101,"Rural","Secondaire","Riche","Centre","Catholique","Masculin","Vivant","<=15 ans","Primaire"
65,0,0.870101,"Rural","Secondaire","Riche","Centre","Catholique","Masculin","Vivant","16-20 ans","Secondaire"
56,1,0.870101,"Rural","Primaire","Moyen","Centre","Animiste","Masculin","Vivant","16-20 ans","Primaire"
31,0,0.870101,"Rural","Primaire","Moyen","Centre","Animiste","Féminin","Vivant","16-20 ans","Primaire"
25,1,0.870101,"Rural","Secondaire","Très riche","Centre","Catholique","Masculin","Vivant","21-25 ans","Primaire"
23,1,0.870101,"Rural","Secondaire","Très riche","Centre","Catholique","Féminin","Vivant","21-25 ans","Primaire"
37,1,0.870101,"Rural","Secondaire","Très riche","Centre","Catholique","Masculin","Vivant","21-25 ans","Primaire"
31,1,0.870101,"Rural","Secondaire","Très riche","Centre","Catholique","Féminin","Vivant","21-25 ans","Primaire"
26,0,0.870101,"Rural","Secondaire","Très riche","Centre","Catholique","Féminin","Vivant","21-25 ans","Primaire"
51,1,0.870101,"Rural","Secondaire","Très riche","Centre","Protestant","Masculin","Vivant","16-20 ans",NA
33,0,0.870101,"Rural","Secondaire","Très riche","Centre","Protestant","Masculin","Vivant","16-20 ans",NA
76,1,0.870101,"Rural","Secondaire","Riche","Centre","Catholique","Féminin","Vivant","21-25 ans","Secondaire"
53,1,0.870101,"Rural","Secondaire","Riche","Centre","Catholique","Féminin","Vivant","21-25 ans","Secondaire"
67,0,0.870101,"Rural","Secondaire","Riche","Centre","Catholique","Féminin","Vivant","21-25 ans","Secondaire"
72,0,0.870101,"Rural","Secondaire","Riche","Centre","Catholique","Masculin","Vivant","21-25 ans","Secondaire"
47,1,0.870101,"Rural","Secondaire","Moyen","Centre","Protestant","Féminin","Vivant",">=26 ans","Secondaire"
26,0,0.870101,"Rural","Secondaire","Moyen","Centre","Protestant","Masculin","Vivant",">=26 ans","Secondaire"
24,0,0.870101,"Rural","Primaire","Riche","Centre","Protestant","Masculin","Vivant","16-20 ans","Secondaire"
14,1,0.870101,"Rural","Primaire","Moyen","Centre","Islam","Féminin","Vivant","<=15 ans",NA
51,1,0.870101,"Rural","Primaire","Moyen","Centre","Islam","Masculin","Vivant","<=15 ans",NA
57,1,0.870101,"Rural","Primaire","Moyen","Centre","Islam","Féminin","Vivant","<=15 ans",NA
33,0,0.870101,"Rural","Primaire","Moyen","Centre","Islam","Féminin","Vivant","<=15 ans",NA
14,1,1.608277,"Rural","Aucun","Pauvre","Sud","Animiste","Féminin","Vivant","<=15 ans","Primaire"
29,1,1.608277,"Rural","Aucun","Pauvre","Sud","Animiste","Féminin","Vivant","<=15 ans","Primaire"
27,1,1.608277,"Rural","Aucun","Pauvre","Sud","Animiste","Féminin","Décédé","<=15 ans","Primaire"
27,1,1.608277,"Rural","Aucun","Pauvre","Sud","Animiste","Masculin","Décédé","<=15 ans","Primaire"
30,0,1.608277,"Rural","Aucun","Pauvre","Sud","Animiste","Féminin","Décédé","<=15 ans","Primaire"
21,0,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","21-25 ans","Primaire"
22,1,1.608277,"Rural","Primaire","Moyen","Sud","Animiste","Féminin","Vivant","<=15 ans","Primaire"
20,1,1.608277,"Rural","Primaire","Moyen","Sud","Animiste","Masculin","Décédé","<=15 ans","Primaire"
26,0,1.608277,"Rural","Primaire","Moyen","Sud","Animiste","Masculin","Vivant","<=15 ans","Primaire"
27,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Décédé","21-25 ans","Primaire"
53,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","21-25 ans","Primaire"
53,0,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Vivant","21-25 ans","Primaire"
25,1,1.608277,"Rural","Aucun","Très pauvre","Sud","Protestant","Féminin","Vivant","<=15 ans","Secondaire"
15,1,1.608277,"Rural","Aucun","Très pauvre","Sud","Protestant","Féminin","Vivant","<=15 ans","Secondaire"
29,1,1.608277,"Rural","Aucun","Très pauvre","Sud","Protestant","Féminin","Vivant","<=15 ans","Secondaire"
33,1,1.608277,"Rural","Aucun","Très pauvre","Sud","Protestant","Masculin","Vivant","<=15 ans","Secondaire"
23,1,1.608277,"Rural","Aucun","Très pauvre","Sud","Protestant","Masculin","Décédé","<=15 ans","Secondaire"
26,0,1.608277,"Rural","Aucun","Très pauvre","Sud","Protestant","Féminin","Vivant","<=15 ans","Secondaire"
10,1,1.608277,"Rural","Secondaire","Pauvre","Sud","Animiste","Masculin","Décédé","16-20 ans","Secondaire"
10,1,1.608277,"Rural","Secondaire","Pauvre","Sud","Animiste","Masculin","Décédé","16-20 ans","Secondaire"
17,1,1.608277,"Rural","Secondaire","Pauvre","Sud","Animiste","Masculin","Décédé","16-20 ans","Secondaire"
9,1,1.608277,"Rural","Secondaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans","Secondaire"
24,1,1.608277,"Rural","Secondaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans","Secondaire"
31,0,1.608277,"Rural","Secondaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans","Secondaire"
27,1,1.608277,"Rural","Secondaire","Moyen","Sud","Animiste","Masculin","Vivant","21-25 ans","Secondaire"
37,1,1.608277,"Rural","Secondaire","Moyen","Sud","Animiste","Féminin","Vivant","21-25 ans","Secondaire"
19,1,1.608277,"Rural","Secondaire","Moyen","Sud","Animiste","Masculin","Vivant","21-25 ans","Secondaire"
30,1,1.608277,"Rural","Secondaire","Moyen","Sud","Animiste","Féminin","Vivant","21-25 ans","Secondaire"
19,0,1.608277,"Rural","Secondaire","Moyen","Sud","Animiste","Masculin","Vivant","21-25 ans","Secondaire"
29,1,1.608277,"Rural","Secondaire","Moyen","Sud","Animiste","Masculin","Vivant","21-25 ans","Secondaire"
32,1,1.608277,"Rural","Secondaire","Moyen","Sud","Animiste","Féminin","Vivant","21-25 ans","Secondaire"
23,0,1.608277,"Rural","Secondaire","Moyen","Sud","Animiste","Féminin","Vivant","21-25 ans","Secondaire"
25,0,1.608277,"Rural","Primaire","Pauvre","Sud","Protestant","Féminin","Vivant",">=26 ans","Primaire"
25,1,1.608277,"Rural","Primaire","Pauvre","Sud","Protestant","Masculin","Vivant","16-20 ans",NA
36,0,1.608277,"Rural","Primaire","Pauvre","Sud","Protestant","Masculin","Vivant","16-20 ans",NA
20,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans","Primaire"
11,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans","Primaire"
28,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans","Primaire"
62,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans","Primaire"
26,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans","Primaire"
34,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans","Primaire"
23,0,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans","Primaire"
18,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Décédé","16-20 ans","Primaire"
22,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans","Primaire"
15,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans","Primaire"
16,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans","Primaire"
38,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans","Primaire"
24,0,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans","Primaire"
69,1,1.608277,"Rural","Secondaire","Moyen","Sud","Animiste","Féminin","Vivant","<=15 ans","Aucun"
11,1,1.608277,"Rural","Secondaire","Moyen","Sud","Animiste","Féminin","Vivant","<=15 ans","Aucun"
15,1,1.608277,"Rural","Secondaire","Moyen","Sud","Animiste","Féminin","Vivant","<=15 ans","Aucun"
12,1,1.608277,"Rural","Secondaire","Moyen","Sud","Animiste","Masculin","Vivant","<=15 ans","Aucun"
86,1,1.608277,"Rural","Secondaire","Moyen","Sud","Animiste","Féminin","Décédé","<=15 ans","Aucun"
42,0,1.608277,"Rural","Secondaire","Moyen","Sud","Animiste","Féminin","Vivant","<=15 ans","Aucun"
50,1,1.608277,"Rural","Primaire","Moyen","Sud","Animiste","Féminin","Vivant","16-20 ans","Secondaire"
46,1,1.608277,"Rural","Primaire","Moyen","Sud","Animiste","Masculin","Vivant","16-20 ans","Secondaire"
23,0,1.608277,"Rural","Primaire","Moyen","Sud","Animiste","Masculin","Vivant","16-20 ans","Secondaire"
11,1,1.608277,"Rural","Primaire","Moyen","Sud","Animiste","Masculin","Vivant","16-20 ans","Secondaire"
45,1,1.608277,"Rural","Primaire","Moyen","Sud","Animiste","Féminin","Vivant","16-20 ans","Secondaire"
45,1,1.608277,"Rural","Primaire","Moyen","Sud","Animiste","Féminin","Décédé","16-20 ans","Secondaire"
39,0,1.608277,"Rural","Primaire","Moyen","Sud","Animiste","Masculin","Vivant","16-20 ans","Secondaire"
37,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans","Primaire"
26,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans","Primaire"
36,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans","Primaire"
48,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans","Primaire"
11,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans","Primaire"
34,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans","Primaire"
32,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans","Primaire"
29,0,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans","Primaire"
37,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans","Primaire"
16,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans","Primaire"
56,0,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Décédé","16-20 ans","Primaire"
89,0,1.608277,"Rural","Primaire","Très riche","Sud","Animiste","Féminin","Vivant",">=26 ans","Aucun"
27,1,1.608277,"Rural","Primaire","Très riche","Sud","Animiste","Féminin","Vivant","<=15 ans","Primaire"
21,1,1.608277,"Rural","Primaire","Très riche","Sud","Animiste","Féminin","Vivant","<=15 ans","Primaire"
26,0,1.608277,"Rural","Primaire","Très riche","Sud","Animiste","Masculin","Vivant","<=15 ans","Primaire"
22,1,1.608277,"Rural","Primaire","Moyen","Sud","Animiste","Masculin","Décédé","21-25 ans","Secondaire"
22,1,1.608277,"Rural","Primaire","Moyen","Sud","Animiste","Féminin","Vivant","21-25 ans","Secondaire"
32,1,1.608277,"Rural","Primaire","Moyen","Sud","Animiste","Masculin","Vivant","21-25 ans","Secondaire"
34,1,1.608277,"Rural","Primaire","Moyen","Sud","Animiste","Féminin","Vivant","21-25 ans","Secondaire"
31,1,1.608277,"Rural","Primaire","Moyen","Sud","Animiste","Masculin","Vivant","21-25 ans","Secondaire"
18,1,1.608277,"Rural","Primaire","Moyen","Sud","Animiste","Masculin","Décédé","21-25 ans","Secondaire"
18,0,1.608277,"Rural","Primaire","Moyen","Sud","Animiste","Masculin","Vivant","21-25 ans","Secondaire"
35,0,1.608277,"Rural","Secondaire","Moyen","Sud","Animiste","Féminin","Vivant","<=15 ans","Secondaire"
33,1,1.608277,"Rural","Secondaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans",NA
54,1,1.608277,"Rural","Secondaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans",NA
37,1,1.608277,"Rural","Secondaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans",NA
33,1,1.608277,"Rural","Secondaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans",NA
77,0,1.608277,"Rural","Secondaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans",NA
24,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Décédé","16-20 ans","Primaire"
30,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans","Primaire"
21,0,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans","Primaire"
12,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Décédé","16-20 ans","Secondaire"
13,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans","Secondaire"
14,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans","Secondaire"
13,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans","Secondaire"
33,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans","Secondaire"
34,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans","Secondaire"
33,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans","Secondaire"
51,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans","Secondaire"
20,0,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans","Secondaire"
33,0,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Vivant","<=15 ans","Primaire"
15,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans","Primaire"
39,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans","Primaire"
19,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans","Primaire"
36,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans","Primaire"
30,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans","Primaire"
33,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans","Primaire"
32,1,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Féminin","Vivant","16-20 ans","Primaire"
25,0,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans","Primaire"
27,0,1.608277,"Rural","Primaire","Pauvre","Sud","Animiste","Masculin","Vivant","16-20 ans","Secondaire"
28,1,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Féminin","Vivant","16-20 ans","Primaire"
18,1,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Féminin","Décédé","16-20 ans","Primaire"
29,1,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Masculin","Décédé","16-20 ans","Primaire"
21,1,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Masculin","Décédé","16-20 ans","Primaire"
22,1,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Féminin","Décédé","16-20 ans","Primaire"
26,1,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Féminin","Décédé","16-20 ans","Primaire"
19,1,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Masculin","Vivant","16-20 ans","Primaire"
32,1,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Masculin","Décédé","16-20 ans","Primaire"
22,1,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Féminin","Vivant","16-20 ans","Primaire"
36,0,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Masculin","Vivant","16-20 ans","Primaire"
17,1,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Masculin","Décédé","16-20 ans","Primaire"
22,1,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Masculin","Décédé","16-20 ans","Primaire"
25,1,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Masculin","Décédé","16-20 ans","Primaire"
10,1,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Masculin","Vivant","16-20 ans","Primaire"
32,1,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Masculin","Vivant","16-20 ans","Primaire"
29,1,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Féminin","Vivant","16-20 ans","Primaire"
43,0,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Féminin","Vivant","16-20 ans","Primaire"
28,1,1.699469,"Rural","Primaire","Pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Primaire"
22,1,1.699469,"Rural","Primaire","Pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Primaire"
19,1,1.699469,"Rural","Primaire","Pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Primaire"
19,1,1.699469,"Rural","Primaire","Pauvre","Nord-Ouest","Animiste","Féminin","Décédé","16-20 ans","Primaire"
27,1,1.699469,"Rural","Primaire","Pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Primaire"
22,1,1.699469,"Rural","Primaire","Pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Primaire"
23,0,1.699469,"Rural","Primaire","Pauvre","Nord-Ouest","Animiste","Masculin","Décédé","16-20 ans","Primaire"
21,1,1.699469,"Rural","Primaire","Très pauvre","Nord-Ouest","Protestant","Masculin","Vivant","<=15 ans",NA
24,1,1.699469,"Rural","Primaire","Très pauvre","Nord-Ouest","Protestant","Féminin","Vivant","<=15 ans",NA
22,1,1.699469,"Rural","Primaire","Très pauvre","Nord-Ouest","Protestant","Masculin","Vivant","<=15 ans",NA
30,1,1.699469,"Rural","Primaire","Très pauvre","Nord-Ouest","Protestant","Masculin","Vivant","<=15 ans",NA
77,1,1.699469,"Rural","Primaire","Très pauvre","Nord-Ouest","Protestant","Féminin","Vivant","<=15 ans",NA
70,1,1.699469,"Rural","Primaire","Très pauvre","Nord-Ouest","Protestant","Masculin","Vivant","<=15 ans",NA
11,1,1.699469,"Rural","Primaire","Très pauvre","Nord-Ouest","Protestant","Masculin","Vivant","<=15 ans",NA
11,1,1.699469,"Rural","Primaire","Très pauvre","Nord-Ouest","Protestant","Masculin","Vivant","<=15 ans",NA
24,0,1.699469,"Rural","Primaire","Très pauvre","Nord-Ouest","Protestant","Masculin","Décédé","<=15 ans",NA
38,1,1.699469,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Masculin","Décédé","16-20 ans","Aucun"
28,1,1.699469,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
29,1,1.699469,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
27,1,1.699469,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
22,0,1.699469,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
26,1,1.699469,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
85,1,1.699469,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
26,0,1.699469,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
25,0,1.699469,"Rural","Primaire","Moyen","Nord-Ouest","Catholique","Masculin","Vivant","16-20 ans","Secondaire"
14,1,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Féminin","Décédé","16-20 ans","Aucun"
11,1,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Féminin","Vivant","16-20 ans","Aucun"
18,1,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Féminin","Vivant","16-20 ans","Aucun"
26,1,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Féminin","Décédé","16-20 ans","Aucun"
12,0,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Féminin","Vivant","16-20 ans","Aucun"
26,1,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Masculin","Décédé","16-20 ans","Primaire"
19,1,1.699469,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Féminin","Vivant","16-20 ans","Primaire"
