"temps_mois","evenement_naissance","poids_sondage","milieu_residence","niveau_instruction","indice_richesse","region","religion","sexe_enfant","survie_enfant_precedent","age_premiere_naissance","instruction_mari"
45,1,0.630897,"Urbain","Secondaire","Riche","Région_12","Islam","Féminin","Vivant","21-25 ans","Secondaire"
45,0,0.630897,"Urbain","Secondaire","Riche","Région_12","Islam","Féminin","Décédé","21-25 ans","Secondaire"
16,1,0.630897,"Urbain","Secondaire","Très riche","Région_12","Islam","Féminin","Vivant","21-25 ans","Secondaire"
23,0,0.630897,"Urbain","Secondaire","Très riche","Région_12","Islam","Masculin","Vivant","21-25 ans","Secondaire"
44,0,0.630897,"Urbain","Secondaire","Moyen","Région_12","Protestant","Féminin","Vivant","21-25 ans","Secondaire"
44,1,0.630897,"Urbain","Primaire","Riche","Région_12","Animiste","Masculin","Vivant","21-25 ans","Secondaire"
15,1,0.630897,"Urbain","Primaire","Riche","Région_12","Animiste","Féminin","Décédé","21-25 ans","Secondaire"
22,0,0.630897,"Urbain","Primaire","Riche","Région_12","Animiste","Masculin","Vivant","21-25 ans","Secondaire"
35,0,0.630897,"Urbain","Supérieur","Très riche","Région_12","Catholique","Masculin","Vivant","21-25 ans","Supérieur"
24,1,1.597822,"Rural","Aucun","Très pauvre","Extrême-Nord","Animiste","Masculin","Vivant","21-25 ans","Aucun"
9,0,1.597822,"Rural","Aucun","Très pauvre","Extrême-Nord","Animiste","Féminin","Décédé","21-25 ans","Aucun"
38,0,1.597822,"Rural","Aucun","Pauvre","Extrême-Nord","Animiste","Masculin","Vivant","<=15 ans","Aucun"
11,1,1.597822,"Rural","Aucun","Très pauvre","Extrême-Nord","Animiste","Masculin","Vivant","<=15 ans","Aucun"
13,1,1.597822,"Rural","Aucun","Très pauvre","Extrême-Nord","Animiste","Féminin","Vivant","<=15 ans","Aucun"
26,1,1.597822,"Rural","Aucun","Très pauvre","Extrême-Nord","Animiste","Féminin","Vivant","<=15 ans","Aucun"
22,1,1.597822,"Rural","Aucun","Très pauvre","Extrême-Nord","Animiste","Masculin","Vivant","<=15 ans","Aucun"
74,1,1.597822,"Rural","Aucun","Très pauvre","Extrême-Nord","Animiste","Féminin","Vivant","<=15 ans","Aucun"
19,1,1.597822,"Rural","Aucun","Très pauvre","Extrême-Nord","Animiste","Masculin","Vivant","<=15 ans","Aucun"
27,1,1.597822,"Rural","Aucun","Très pauvre","Extrême-Nord","Animiste","Féminin","Vivant","<=15 ans","Aucun"
26,0,1.597822,"Rural","Aucun","Très pauvre","Extrême-Nord","Animiste","Masculin","Vivant","<=15 ans","Aucun"
21,0,1.597822,"Rural","Primaire","Très pauvre","Extrême-Nord","Catholique","Masculin","Vivant","<=15 ans","Secondaire"
26,1,1.597822,"Rural","Primaire","Pauvre","Extrême-Nord","Catholique","Féminin","Vivant","16-20 ans","Primaire"
40,1,1.597822,"Rural","Primaire","Pauvre","Extrême-Nord","Catholique","Féminin","Vivant","16-20 ans","Primaire"
23,0,1.597822,"Rural","Primaire","Pauvre","Extrême-Nord","Catholique","Féminin","Vivant","16-20 ans","Primaire"
23,1,1.597822,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","16-20 ans","Secondaire"
21,1,1.597822,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Masculin","Vivant","16-20 ans","Secondaire"
41,1,1.597822,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","16-20 ans","Secondaire"
35,1,1.597822,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","16-20 ans","Secondaire"
19,1,1.597822,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Masculin","Vivant","16-20 ans","Secondaire"
15,0,1.597822,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Masculin","Vivant","16-20 ans","Secondaire"
20,1,1.597822,"Rural","Secondaire","Très pauvre","Extrême-Nord","Catholique","Masculin","Décédé","16-20 ans","Secondaire"
27,1,1.597822,"Rural","Secondaire","Très pauvre","Extrême-Nord","Catholique","Masculin","Décédé","16-20 ans","Secondaire"
25,1,1.597822,"Rural","Secondaire","Très pauvre","Extrême-Nord","Catholique","Masculin","Décédé","16-20 ans","Secondaire"
25,1,1.597822,"Rural","Secondaire","Très pauvre","Extrême-Nord","Catholique","Masculin","Décédé","16-20 ans","Secondaire"
43,0,1.597822,"Rural","Secondaire","Très pauvre","Extrême-Nord","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
52,1,1.597822,"Rural","Aucun","Très pauvre","Extrême-Nord","Animiste","Masculin","Vivant","16-20 ans","Aucun"
26,1,1.597822,"Rural","Aucun","Très pauvre","Extrême-Nord","Animiste","Féminin","Vivant","16-20 ans","Aucun"
22,1,1.597822,"Rural","Aucun","Très pauvre","Extrême-Nord","Animiste","Féminin","Vivant","16-20 ans","Aucun"
29,0,1.597822,"Rural","Aucun","Très pauvre","Extrême-Nord","Animiste","Féminin","Vivant","16-20 ans","Aucun"
11,0,1.597822,"Rural","Secondaire","Pauvre","Extrême-Nord","Protestant","Masculin","Vivant","16-20 ans","Primaire"
26,1,1.597822,"Rural","Aucun","Pauvre","Extrême-Nord","Protestant","Féminin","Décédé","<=15 ans","Secondaire"
29,1,1.597822,"Rural","Aucun","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","<=15 ans","Secondaire"
33,1,1.597822,"Rural","Aucun","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","<=15 ans","Secondaire"
21,1,1.597822,"Rural","Aucun","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","<=15 ans","Secondaire"
22,1,1.597822,"Rural","Aucun","Pauvre","Extrême-Nord","Protestant","Masculin","Vivant","<=15 ans","Secondaire"
48,1,1.597822,"Rural","Aucun","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","<=15 ans","Secondaire"
23,1,1.597822,"Rural","Aucun","Pauvre","Extrême-Nord","Protestant","Masculin","Vivant","<=15 ans","Secondaire"
25,1,1.597822,"Rural","Aucun","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","<=15 ans","Secondaire"
32,0,1.597822,"Rural","Aucun","Pauvre","Extrême-Nord","Protestant","Masculin","Vivant","<=15 ans","Secondaire"
13,1,1.597822,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","16-20 ans","Secondaire"
14,1,1.597822,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","16-20 ans","Secondaire"
44,0,1.597822,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Masculin","Vivant","16-20 ans","Secondaire"
22,0,1.597822,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","<=15 ans","Secondaire"
55,0,1.597822,"Rural","Primaire","Très pauvre","Extrême-Nord","Islam","Féminin","Vivant","16-20 ans","Secondaire"
39,0,1.597822,"Rural","Secondaire","Pauvre","Extrême-Nord","Catholique","Masculin","Vivant","<=15 ans","Secondaire"
27,1,1.597822,"Rural","Aucun","Pauvre","Extrême-Nord","Protestant","Masculin","Vivant","21-25 ans","Secondaire"
21,1,1.597822,"Rural","Aucun","Pauvre","Extrême-Nord","Protestant","Masculin","Vivant","21-25 ans","Secondaire"
27,1,1.597822,"Rural","Aucun","Pauvre","Extrême-Nord","Protestant","Masculin","Vivant","21-25 ans","Secondaire"
20,1,1.597822,"Rural","Aucun","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","21-25 ans","Secondaire"
14,1,1.597822,"Rural","Aucun","Pauvre","Extrême-Nord","Protestant","Masculin","Vivant","21-25 ans","Secondaire"
20,1,1.597822,"Rural","Aucun","Pauvre","Extrême-Nord","Protestant","Féminin","Décédé","21-25 ans","Secondaire"
10,0,1.597822,"Rural","Aucun","Pauvre","Extrême-Nord","Protestant","Masculin","Vivant","21-25 ans","Secondaire"
21,1,1.597822,"Rural","Aucun","Pauvre","Extrême-Nord","Animiste","Féminin","Vivant","16-20 ans","Aucun"
54,1,1.597822,"Rural","Aucun","Pauvre","Extrême-Nord","Animiste","Féminin","Vivant","16-20 ans","Aucun"
35,1,1.597822,"Rural","Aucun","Pauvre","Extrême-Nord","Animiste","Féminin","Vivant","16-20 ans","Aucun"
15,1,1.597822,"Rural","Aucun","Pauvre","Extrême-Nord","Animiste","Masculin","Vivant","16-20 ans","Aucun"
22,0,1.597822,"Rural","Aucun","Pauvre","Extrême-Nord","Animiste","Masculin","Vivant","16-20 ans","Aucun"
56,1,1.597822,"Rural","Aucun","Très pauvre","Extrême-Nord","Animiste","Féminin","Vivant","<=15 ans","Aucun"
23,1,1.597822,"Rural","Aucun","Très pauvre","Extrême-Nord","Animiste","Féminin","Décédé","<=15 ans","Aucun"
37,1,1.597822,"Rural","Aucun","Très pauvre","Extrême-Nord","Animiste","Féminin","Décédé","<=15 ans","Aucun"
33,0,1.597822,"Rural","Aucun","Très pauvre","Extrême-Nord","Animiste","Féminin","Vivant","<=15 ans","Aucun"
14,1,1.597822,"Rural","Primaire","Très pauvre","Extrême-Nord","Protestant","Masculin","Vivant","<=15 ans","Secondaire"
27,0,1.597822,"Rural","Primaire","Très pauvre","Extrême-Nord","Protestant","Féminin","Vivant","<=15 ans","Secondaire"
61,1,0.245705,"Rural","Secondaire","Moyen","Nord","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
14,1,0.245705,"Rural","Secondaire","Moyen","Nord","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
18,1,0.245705,"Rural","Secondaire","Moyen","Nord","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
26,1,0.245705,"Rural","Secondaire","Moyen","Nord","Catholique","Masculin","Vivant","16-20 ans","Secondaire"
21,0,0.245705,"Rural","Secondaire","Moyen","Nord","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
82,1,0.245705,"Rural","Primaire","Pauvre","Nord","Catholique","Féminin","Vivant","16-20 ans","Primaire"
90,1,0.245705,"Rural","Primaire","Pauvre","Nord","Catholique","Féminin","Vivant","16-20 ans","Primaire"
48,1,0.245705,"Rural","Primaire","Pauvre","Nord","Catholique","Masculin","Vivant","16-20 ans","Primaire"
78,0,0.245705,"Rural","Primaire","Pauvre","Nord","Catholique","Féminin","Vivant","16-20 ans","Primaire"
31,1,0.245705,"Rural","Secondaire","Pauvre","Nord","Protestant","Féminin","Vivant","<=15 ans","Secondaire"
29,1,0.245705,"Rural","Secondaire","Pauvre","Nord","Protestant","Féminin","Décédé","<=15 ans","Secondaire"
25,1,0.245705,"Rural","Secondaire","Pauvre","Nord","Protestant","Féminin","Vivant","<=15 ans","Secondaire"
48,1,0.245705,"Rural","Secondaire","Pauvre","Nord","Protestant","Féminin","Vivant","<=15 ans","Secondaire"
27,0,0.245705,"Rural","Secondaire","Pauvre","Nord","Protestant","Masculin","Vivant","<=15 ans","Secondaire"
95,0,0.245705,"Rural","Secondaire","Moyen","Nord","Islam","Masculin","Vivant","16-20 ans","Secondaire"
34,1,0.245705,"Rural","Secondaire","Moyen","Nord","Protestant","Masculin","Vivant","16-20 ans","Primaire"
25,0,0.245705,"Rural","Secondaire","Moyen","Nord","Protestant","Féminin","Vivant","16-20 ans","Primaire"
29,1,0.245705,"Rural","Secondaire","Moyen","Nord","Protestant","Masculin","Vivant","16-20 ans","Secondaire"
33,1,0.245705,"Rural","Secondaire","Moyen","Nord","Protestant","Masculin","Vivant","16-20 ans","Secondaire"
19,0,0.245705,"Rural","Secondaire","Moyen","Nord","Protestant","Masculin","Vivant","16-20 ans","Secondaire"
42,1,0.245705,"Rural","Primaire","Moyen","Nord",NA,"Féminin","Vivant","16-20 ans","Primaire"
17,1,0.245705,"Rural","Primaire","Moyen","Nord",NA,"Masculin","Vivant","16-20 ans","Primaire"
28,1,0.245705,"Rural","Primaire","Moyen","Nord",NA,"Masculin","Vivant","16-20 ans","Primaire"
65,0,0.245705,"Rural","Primaire","Moyen","Nord",NA,"Féminin","Vivant","16-20 ans","Primaire"
26,1,0.245705,"Rural","Secondaire","Moyen","Nord","Catholique","Masculin","Vivant","16-20 ans","Secondaire"
10,1,0.245705,"Rural","Secondaire","Moyen","Nord","Catholique","Masculin","Vivant","16-20 ans","Secondaire"
52,1,0.245705,"Rural","Secondaire","Moyen","Nord","Catholique","Masculin","Vivant","16-20 ans","Secondaire"
29,1,0.245705,"Rural","Secondaire","Moyen","Nord","Catholique","Masculin","Vivant","16-20 ans","Secondaire"
13,1,0.245705,"Rural","Secondaire","Moyen","Nord","Catholique","Masculin","Vivant","16-20 ans","Secondaire"
10,1,0.245705,"Rural","Secondaire","Moyen","Nord","Catholique","Masculin","Vivant","16-20 ans","Secondaire"
51,0,0.245705,"Rural","Secondaire","Moyen","Nord","Catholique","Masculin","Vivant","16-20 ans","Secondaire"
22,0,0.245705,"Rural","Primaire","Moyen","Nord","Catholique","Féminin","Décédé","21-25 ans","Primaire"
18,1,0.245705,"Rural","Secondaire","Moyen","Nord","Islam","Masculin","Vivant",">=26 ans","Secondaire"
28,1,0.245705,"Rural","Secondaire","Moyen","Nord","Islam","Masculin","Vivant",">=26 ans","Secondaire"
56,0,0.245705,"Rural","Secondaire","Moyen","Nord","Islam","Féminin","Vivant",">=26 ans","Secondaire"
39,0,0.523716,"Rural","Secondaire","Moyen","Extrême-Nord","Catholique","Féminin","Vivant","<=15 ans","Secondaire"
17,1,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Islam","Masculin","Vivant",">=26 ans",NA
22,1,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Islam","Féminin","Vivant",">=26 ans",NA
16,0,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Islam","Féminin","Vivant",">=26 ans",NA
30,0,0.523716,"Rural","Secondaire","Très pauvre","Extrême-Nord","Islam","Masculin","Vivant","16-20 ans","Primaire"
42,1,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Catholique","Masculin","Décédé","21-25 ans","Secondaire"
31,1,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Catholique","Féminin","Vivant","21-25 ans","Secondaire"
23,1,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Catholique","Féminin","Vivant","21-25 ans","Secondaire"
30,1,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Catholique","Masculin","Vivant","21-25 ans","Secondaire"
14,1,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Catholique","Masculin","Décédé","21-25 ans","Secondaire"
28,1,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Catholique","Masculin","Vivant","21-25 ans","Secondaire"
22,0,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Catholique","Féminin","Vivant","21-25 ans","Secondaire"
19,0,0.523716,"Rural","Aucun","Pauvre","Extrême-Nord","Catholique","Féminin","Vivant","16-20 ans","Primaire"
17,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Masculin","Décédé","16-20 ans","Secondaire"
21,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","16-20 ans","Secondaire"
29,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Masculin","Décédé","16-20 ans","Secondaire"
9,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","16-20 ans","Secondaire"
41,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","16-20 ans","Secondaire"
36,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","16-20 ans","Secondaire"
12,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Masculin","Vivant","16-20 ans","Secondaire"
12,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","16-20 ans","Secondaire"
27,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Masculin","Vivant","16-20 ans","Secondaire"
79,0,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Masculin","Vivant","16-20 ans","Secondaire"
19,1,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Islam","Féminin","Vivant","16-20 ans","Secondaire"
10,0,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Islam","Féminin","Vivant","16-20 ans","Secondaire"
26,0,0.523716,"Rural","Secondaire","Moyen","Extrême-Nord","Catholique","Masculin","Vivant","<=15 ans",NA
13,0,0.523716,"Rural","Primaire","Moyen","Extrême-Nord","Catholique","Féminin","Vivant","<=15 ans","Secondaire"
27,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Islam","Féminin","Vivant","16-20 ans","Secondaire"
15,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Islam","Féminin","Vivant","16-20 ans","Secondaire"
27,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Islam","Féminin","Vivant","16-20 ans","Secondaire"
22,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Islam","Féminin","Vivant","16-20 ans","Secondaire"
27,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Islam","Féminin","Vivant","16-20 ans","Secondaire"
25,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Islam","Féminin","Vivant","16-20 ans","Secondaire"
54,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Islam","Féminin","Vivant","16-20 ans","Secondaire"
34,0,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Islam","Masculin","Vivant","16-20 ans","Secondaire"
16,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Islam","Masculin","Vivant","16-20 ans",NA
19,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Islam","Masculin","Décédé","16-20 ans",NA
28,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Islam","Masculin","Vivant","16-20 ans",NA
32,0,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Islam","Masculin","Vivant","16-20 ans",NA
89,1,0.523716,"Rural","Primaire","Très pauvre","Extrême-Nord","Protestant","Masculin","Vivant","<=15 ans","Primaire"
34,0,0.523716,"Rural","Primaire","Très pauvre","Extrême-Nord","Protestant","Masculin","Vivant","<=15 ans","Primaire"
26,1,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","16-20 ans",NA
22,1,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","16-20 ans",NA
23,1,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Protestant","Masculin","Décédé","16-20 ans",NA
36,1,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Protestant","Masculin","Vivant","16-20 ans",NA
21,1,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Protestant","Féminin","Décédé","16-20 ans",NA
15,1,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Protestant","Féminin","Décédé","16-20 ans",NA
18,1,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","16-20 ans",NA
38,0,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","16-20 ans",NA
28,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Masculin","Vivant","<=15 ans","Secondaire"
28,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","<=15 ans","Secondaire"
49,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Masculin","Vivant","<=15 ans","Secondaire"
25,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","<=15 ans","Secondaire"
20,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Masculin","Vivant","<=15 ans","Secondaire"
24,1,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Masculin","Vivant","<=15 ans","Secondaire"
40,0,0.523716,"Rural","Primaire","Pauvre","Extrême-Nord","Protestant","Féminin","Vivant","<=15 ans","Secondaire"
26,1,0.523716,"Rural","Secondaire","Très pauvre","Extrême-Nord","Catholique","Masculin","Vivant","16-20 ans","Secondaire"
26,1,0.523716,"Rural","Secondaire","Très pauvre","Extrême-Nord","Catholique","Masculin","Vivant","16-20 ans","Secondaire"
24,1,0.523716,"Rural","Secondaire","Très pauvre","Extrême-Nord","Catholique","Masculin","Vivant","16-20 ans","Secondaire"
23,0,0.523716,"Rural","Secondaire","Très pauvre","Extrême-Nord","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
26,1,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Catholique","Masculin","Vivant","<=15 ans","Secondaire"
25,1,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Catholique","Féminin","Vivant","<=15 ans","Secondaire"
17,0,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Catholique","Masculin","Décédé","<=15 ans","Secondaire"
71,1,0.523716,"Rural","Supérieur","Pauvre","Extrême-Nord","Catholique","Masculin","Vivant","16-20 ans",NA
19,1,0.523716,"Rural","Supérieur","Pauvre","Extrême-Nord","Catholique","Masculin","Vivant","16-20 ans",NA
32,0,0.523716,"Rural","Supérieur","Pauvre","Extrême-Nord","Catholique","Masculin","Vivant","16-20 ans",NA
43,1,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Catholique","Masculin","Vivant","<=15 ans",NA
49,0,0.523716,"Rural","Secondaire","Pauvre","Extrême-Nord","Catholique","Féminin","Vivant","<=15 ans",NA
35,1,0.523716,"Rural","Primaire","Très pauvre","Extrême-Nord","Islam","Féminin","Décédé","<=15 ans","Secondaire"
19,1,0.523716,"Rural","Primaire","Très pauvre","Extrême-Nord","Islam","Masculin","Décédé","<=15 ans","Secondaire"
55,1,0.523716,"Rural","Primaire","Très pauvre","Extrême-Nord","Islam","Masculin","Décédé","<=15 ans","Secondaire"
12,0,0.523716,"Rural","Primaire","Très pauvre","Extrême-Nord","Islam","Féminin","Vivant","<=15 ans","Secondaire"
9,1,1.955236,"Urbain","Secondaire","Très riche","Est","Animiste","Masculin","Vivant","21-25 ans","Primaire"
49,1,1.955236,"Urbain","Secondaire","Très riche","Est","Animiste","Masculin","Vivant","21-25 ans","Primaire"
29,0,1.955236,"Urbain","Secondaire","Très riche","Est","Animiste","Féminin","Vivant","21-25 ans","Primaire"
78,1,1.955236,"Urbain","Primaire","Très riche","Est","Catholique","Masculin","Vivant","16-20 ans",NA
165,0,1.955236,"Urbain","Primaire","Très riche","Est","Catholique","Masculin","Vivant","16-20 ans",NA
67,1,1.955236,"Urbain","Secondaire","Très riche","Est","Islam","Masculin","Vivant","21-25 ans","Secondaire"
26,1,1.955236,"Urbain","Secondaire","Très riche","Est","Islam","Féminin","Vivant","21-25 ans","Secondaire"
23,0,1.955236,"Urbain","Secondaire","Très riche","Est","Islam","Féminin","Vivant","21-25 ans","Secondaire"
45,0,1.955236,"Urbain","Secondaire","Riche","Est","Catholique","Féminin","Vivant","16-20 ans",NA
23,1,1.955236,"Urbain","Secondaire","Très riche","Est","Islam","Féminin","Vivant","21-25 ans","Secondaire"
30,1,1.955236,"Urbain","Secondaire","Très riche","Est","Islam","Féminin","Vivant","21-25 ans","Secondaire"
35,0,1.955236,"Urbain","Secondaire","Très riche","Est","Islam","Masculin","Vivant","21-25 ans","Secondaire"
9,1,1.955236,"Urbain","Secondaire","Riche","Est","Catholique","Féminin","Vivant","16-20 ans","Primaire"
31,0,1.955236,"Urbain","Secondaire","Riche","Est","Catholique","Masculin","Vivant","16-20 ans","Primaire"
68,0,1.955236,"Urbain","Secondaire","Très riche","Est","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
44,1,1.955236,"Urbain","Primaire","Très riche","Est","Catholique","Féminin","Vivant","<=15 ans","Primaire"
56,0,1.955236,"Urbain","Primaire","Très riche","Est","Catholique","Féminin","Vivant","<=15 ans","Primaire"
48,1,1.955236,"Urbain","Primaire","Très riche","Est",NA,"Masculin","Vivant","16-20 ans",NA
22,0,1.955236,"Urbain","Primaire","Très riche","Est",NA,"Féminin","Vivant","16-20 ans",NA
172,1,1.955236,"Urbain","Secondaire","Très riche","Est","Catholique","Féminin","Vivant","16-20 ans","Supérieur"
41,0,1.955236,"Urbain","Secondaire","Très riche","Est","Catholique","Masculin","Vivant","16-20 ans","Supérieur"
15,1,1.955236,"Urbain","Secondaire","Très riche","Est","Catholique","Féminin","Vivant","21-25 ans","Primaire"
54,1,1.955236,"Urbain","Secondaire","Très riche","Est","Catholique","Féminin","Vivant","21-25 ans","Primaire"
60,0,1.955236,"Urbain","Secondaire","Très riche","Est","Catholique","Masculin","Vivant","21-25 ans","Primaire"
54,1,1.955236,"Urbain","Primaire","Très riche","Est","Islam","Féminin","Vivant","<=15 ans","Secondaire"
35,0,1.955236,"Urbain","Primaire","Très riche","Est","Islam","Masculin","Vivant","<=15 ans","Secondaire"
48,1,1.955236,"Urbain","Primaire","Riche","Est","Catholique","Féminin","Décédé","16-20 ans","Secondaire"
48,1,1.955236,"Urbain","Primaire","Riche","Est","Catholique","Masculin","Vivant","16-20 ans","Secondaire"
55,1,1.955236,"Urbain","Primaire","Riche","Est","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
63,1,1.955236,"Urbain","Primaire","Riche","Est","Catholique","Masculin","Vivant","16-20 ans","Secondaire"
63,0,1.955236,"Urbain","Primaire","Riche","Est","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
12,1,1.955236,"Urbain","Secondaire","Très riche","Est","Protestant","Masculin","Vivant","16-20 ans","Secondaire"
22,1,1.955236,"Urbain","Secondaire","Très riche","Est","Protestant","Masculin","Vivant","16-20 ans","Secondaire"
44,0,1.955236,"Urbain","Secondaire","Très riche","Est","Protestant","Féminin","Vivant","16-20 ans","Secondaire"
33,0,1.955236,"Urbain","Supérieur","Très riche","Est","Islam","Féminin","Vivant","21-25 ans","Supérieur"
55,1,0.669934,"Urbain","Secondaire","Très riche","Région_11","Protestant","Féminin","Vivant","21-25 ans","Secondaire"
15,0,0.669934,"Urbain","Secondaire","Très riche","Région_11","Protestant","Masculin","Vivant","21-25 ans","Secondaire"
47,1,0.669934,"Urbain","Secondaire","Riche","Région_11","Protestant","Masculin","Vivant",">=26 ans","Secondaire"
33,0,0.669934,"Urbain","Secondaire","Riche","Région_11","Protestant","Féminin","Vivant",">=26 ans","Secondaire"
29,0,0.669934,"Urbain","Supérieur","Très riche","Région_11","Protestant","Féminin","Vivant","21-25 ans","Secondaire"
55,1,0.669934,"Urbain","Secondaire","Riche","Région_11","Protestant","Féminin","Vivant","<=15 ans","Primaire"
48,0,0.669934,"Urbain","Secondaire","Riche","Région_11","Protestant","Masculin","Vivant","<=15 ans","Primaire"
29,1,0.669934,"Urbain","Secondaire","Très riche","Région_11","Protestant","Féminin","Vivant","16-20 ans","Secondaire"
24,1,0.669934,"Urbain","Secondaire","Très riche","Région_11","Protestant","Féminin","Vivant","16-20 ans","Secondaire"
29,1,0.669934,"Urbain","Secondaire","Très riche","Région_11","Protestant","Masculin","Vivant","16-20 ans","Secondaire"
43,0,0.669934,"Urbain","Secondaire","Très riche","Région_11","Protestant","Masculin","Vivant","16-20 ans","Secondaire"
32,1,0.669934,"Urbain","Secondaire","Très riche","Région_11","Catholique","Masculin","Vivant",">=26 ans","Secondaire"
21,1,0.669934,"Urbain","Secondaire","Très riche","Région_11","Catholique","Féminin","Décédé",">=26 ans","Secondaire"
11,1,0.669934,"Urbain","Secondaire","Très riche","Région_11","Catholique","Masculin","Vivant",">=26 ans","Secondaire"
26,0,0.669934,"Urbain","Secondaire","Très riche","Région_11","Catholique","Féminin","Vivant",">=26 ans","Secondaire"
